"SORTR","YEAR","Level","RESA_NAME","SYSTEMID","SYSTEMNAME","SCHOOLID","SCHOOLNAME","CATEGORY","SUBGROUP","ACDMC_LVL_CD","TOTAL_STUDENTS_TESTED","STUDENTS_WITH_LEXILE","LEXILE_ON_OR_ABOVE_MIDPOINT","PCT_ON_OR_ABOVE_MIDPOINT","LEXILE_BELOW_GRADE_LEVEL","PCT_BELOW_GRADELEVEL","LEXILE_ON_GRADELEVEL_BELOW_MIDPOINT","PCT_LEXILE_ON_GRADELEVEL_BELOW_MIDPOINT","LEXILE_ON_GRADELEVEL_ABOVE_MIDPOINT","PCT_LEXILE_ON_GRADELEVEL_ABOVE_MIDPOINT","LEXILE_ABOVE_GRADE_LEVEL","PCT_LEXILE_ABOVE_GRADE_LEVEL"
3,2018,"School Level","Metro RESA","633","Cobb County","0281","Dickerson Middle School","All Students","All Students","08","447","447",422,"94.4072",14,"3.132",11,"2.4609",60,"13.4228",362,"80.9843"
3,2018,"School Level","Metro RESA","633","Cobb County","0275","Dodgen Middle School","All Students","All Students","08","425","425",402,"94.5882",14,"3.2941",9,"2.1176",50,"11.7647",352,"82.8235"
3,2018,"School Level","Metro RESA","633","Cobb County","0475","Tapp Middle School","All Students","All Students","08","291","291",210,"72.1649",55,"18.9003",26,"8.9347",64,"21.9931",146,"50.1718"
3,2018,"School Level","Metro RESA","633","Cobb County","0502","Cooper Middle School","All Students","All Students","08","372","372",237,"63.7097",80,"21.5054",55,"14.7849",87,"23.3871",150,"40.3226"
3,2018,"School Level","Metro RESA","633","Cobb County","4056","Daniell Middle School","All Students","All Students","08","330","330",227,"68.7879",71,"21.5152",32,"9.697",68,"20.6061",159,"48.1818"
3,2018,"School Level","Metro RESA","633","Cobb County","0389","Simpson Middle School","All Students","All Students","08","336","336",302,"89.881",18,"5.3571",16,"4.7619",54,"16.0714",248,"73.8095"
3,2018,"School Level","Metro RESA","633","Cobb County","0294","Smitha Middle School","All Students","All Students","08","302","302",179,"59.2715",87,"28.8079",36,"11.9205",50,"16.5563",129,"42.7152"
3,2018,"School Level","Central Savannah River RESA","636","Columbia County","0108","Stallings Island Middle School","All Students","All Students","08","212","212",172,"81.1321",28,"13.2075",12,"5.6604",18,"8.4906",154,"72.6415"
3,2018,"School Level","Central Savannah River RESA","636","Columbia County","0193","Riverside Middle School","All Students","All Students","08","222","222",181,"81.5315",22,"9.9099",19,"8.5586",31,"13.964",150,"67.5676"
3,2018,"School Level","Metro RESA","631","Clayton County","0106","Jonesboro Middle School","All Students","All Students","08","285","285",109,"38.2456",139,"48.7719",37,"12.9825",49,"17.193",60,"21.0526"
3,2018,"School Level","Metro RESA","633","Cobb County","1060","Garrett Middle School","All Students","All Students","08","298","298",154,"51.6779",114,"38.255",30,"10.0671",58,"19.4631",96,"32.2148"
3,2018,"School Level","Okefenokee RESA","634","Coffee County","0108","Coffee Middle School","All Students","All Students","08","509","509",346,"67.9764",121,"23.7721",42,"8.2515",111,"21.8075",235,"46.169"
3,2018,"School Level","Metro RESA","633","Cobb County","5058","Floyd Middle School","All Students","All Students","08","296","296",180,"60.8108",88,"29.7297",28,"9.4595",65,"21.9595",115,"38.8514"
3,2018,"School Level","Northwest Georgia RESA","769","Chickamauga City","0111","Gordon Lee Middle School","All Students","All Students","08","73","73",40,"54.7945",17,"23.2877",16,"21.9178",20,"27.3973",20,"27.3973"
3,2018,"School Level","Metro RESA","631","Clayton County","0174","Mundys Mill Middle School","All Students","All Students","08","277","277",120,"43.3213",119,"42.9603",38,"13.7184",42,"15.1625",78,"28.1588"
3,2018,"School Level","North Georgia RESA","628","Cherokee County","0287","Teasley Middle School","All Students","All Students","08","470","470",302,"64.2553",126,"26.8085",42,"8.9362",86,"18.2979",216,"45.9574"
3,2018,"School Level","North Georgia RESA","628","Cherokee County","0297","Woodstock Middle School","All Students","All Students","08","376","376",271,"72.0745",70,"18.617",35,"9.3085",78,"20.7447",193,"51.3298"
3,2018,"School Level","Metro RESA","631","Clayton County","0117","Morrow Middle School","All Students","All Students","08","298","298",140,"46.9799",120,"40.2685",38,"12.7517",55,"18.4564",85,"28.5235"
3,2018,"School Level","Metro RESA","631","Clayton County","0191","Lovejoy Middle School","All Students","All Students","08","178","178",74,"41.573",78,"43.8202",26,"14.6067",41,"23.0337",33,"18.5393"
3,2018,"School Level","Metro RESA","631","Clayton County","0100","M. D. Roberts Middle School","All Students","All Students","08","301","301",229,"76.0797",54,"17.9402",18,"5.9801",66,"21.9269",163,"54.1528"
3,2018,"School Level","Metro RESA","633","Cobb County","0299","Durham Middle School","All Students","All Students","08","352","352",316,"89.7727",13,"3.6932",23,"6.5341",39,"11.0795",277,"78.6932"
3,2018,"School Level","Coastal Plains RESA","635","Colquitt County","3052","CA Gray Junior High School","All Students","All Students","08","609","609",302,"49.5895",240,"39.4089",67,"11.0016",118,"19.376",184,"30.2135"
3,2018,"School Level","Coastal Plains RESA","635","Colquitt County","0112","Colquitt County Achievement Center","All Students","All Students","08","17","17",4,"23.5294",10,"58.8235",3,"17.6471",1,"5.8824",3,"17.6471"
3,2018,"School Level","Northeast Georgia RESA","629","Clarke County","0196","Coile Middle School","All Students","All Students","08","208","208",83,"39.9038",97,"46.6346",28,"13.4615",25,"12.0192",58,"27.8846"
3,2018,"School Level","Northeast Georgia RESA","629","Clarke County","0296","Burney-Harris-Lyons Middle School","All Students","All Students","08","217","217",106,"48.8479",80,"36.8664",31,"14.2857",37,"17.0507",69,"31.7972"
3,2018,"School Level","Northeast Georgia RESA","629","Clarke County","1058","Clarke Middle School","All Students","All Students","08","237","237",139,"58.6498",77,"32.4895",21,"8.8608",37,"15.6118",102,"43.038"
3,2018,"School Level","Metro RESA","631","Clayton County","3060","Riverdale Middle School","All Students","All Students","08","230","230",94,"40.8696",108,"46.9565",28,"12.1739",35,"15.2174",59,"25.6522"
3,2019,"School Level","Metro RESA","761","Atlanta Public Schools","2560","Gideons Elementary School","All Students","All Students","03","63","63",11,"17.4603",37,"58.7302",15,"23.8095",7,"11.1111",4,"6.3492"
3,2019,"School Level","Metro RESA","761","Atlanta Public Schools","0103","Heritage Academy Elementary","All Students","All Students","03","70","70",27,"38.5714",24,"34.2857",19,"27.1429",23,"32.8571",4,"5.7143"
3,2019,"School Level","Metro RESA","761","Atlanta Public Schools","0207","Hillside Conant School","All Students","All Students","03","TFS","TFS",0,"TFS",1,"TFS",2,"TFS",0,"TFS",0,"TFS"
3,2019,"School Level","Metro RESA","761","Atlanta Public Schools","5562","Humphries Elementary School","All Students","All Students","03","45","45",12,"26.6667",17,"37.7778",16,"35.5556",6,"13.3333",6,"13.3333"
3,2019,"School Level","Metro RESA","761","Atlanta Public Schools","1063","Hutchinson Elementary School","All Students","All Students","03","87","87",26,"29.8851",38,"43.6782",23,"26.4368",20,"22.9885",6,"6.8966"
3,2019,"School Level","Metro RESA","761","Atlanta Public Schools","2563","Jackson Elementary School","All Students","All Students","03","120","120",96,"80",6,"5",18,"15",34,"28.3333",62,"51.6667"
3,2019,"School Level","Central Savannah River RESA","636","Columbia County","0188","Blue Ridge Elementary School","All Students","All Students","03","92","92",55,"59.7826",12,"13.0435",25,"27.1739",32,"34.7826",23,"25"
3,2019,"School Level","Central Savannah River RESA","636","Columbia County","0190","Brookwood Elementary School","All Students","All Students","03","85","85",34,"40",27,"31.7647",24,"28.2353",25,"29.4118",9,"10.5882"
3,2019,"School Level","Metro RESA","761","Atlanta Public Schools","3057","Continental Colony Elementary School","All Students","All Students","03","79","79",13,"16.4557",44,"55.6962",22,"27.8481",8,"10.1266",5,"6.3291"
3,2019,"School Level","Metro RESA","761","Atlanta Public Schools","0304","Deerwood Academy School","All Students","All Students","03","107","107",29,"27.1028",40,"37.3832",38,"35.514",18,"16.8224",11,"10.2804"
3,2019,"School Level","Metro RESA","761","Atlanta Public Schools","0104","Dobbs Elementary School","All Students","All Students","03","76","76",21,"27.6316",36,"47.3684",19,"25",13,"17.1053",8,"10.5263"
3,2019,"School Level","Metro RESA","761","Atlanta Public Schools","5558","Dunbar Elementary School","All Students","All Students","03","56","56",10,"17.8571",28,"50",18,"32.1429",9,"16.0714",1,"1.7857"
3,2019,"School Level","Metro RESA","761","Atlanta Public Schools","5566","F. L. Stanton Elementary School","All Students","All Students","03","49","49",9,"18.3673",25,"51.0204",15,"30.6122",6,"12.2449",3,"6.1224"
3,2019,"School Level","Metro RESA","761","Atlanta Public Schools","3059","Fain Elementary School","All Students","All Students","03","68","68",6,"8.8235",45,"66.1765",17,"25",5,"7.3529",1,"1.4706"
3,2019,"School Level","Metro RESA","761","Atlanta Public Schools","3559","Fickett Elementary School","All Students","All Students","03","79","79",27,"34.1772",27,"34.1772",25,"31.6456",18,"22.7848",9,"11.3924"
3,2019,"School Level","Metro RESA","761","Atlanta Public Schools","0105","Finch Elementary","All Students","All Students","03","64","64",13,"20.3125",32,"50",19,"29.6875",9,"14.0625",4,"6.25"
3,2019,"School Level","First District RESA","601","Appling County","1050","Altamaha Elementary School","All Students","All Students","03","63","63",32,"50.7937",14,"22.2222",17,"26.9841",19,"30.1587",13,"20.6349"
3,2019,"School Level","First District RESA","601","Appling County","0177","Appling County Elementary School","All Students","All Students","03","164","164",64,"39.0244",38,"23.1707",62,"37.8049",40,"24.3902",24,"14.6341"
3,2019,"School Level","Metro RESA","761","Atlanta Public Schools","0213","KIPP Strive Primary","All Students","All Students","03","99","99",41,"41.4141",26,"26.2626",32,"32.3232",26,"26.2626",15,"15.1515"
3,2019,"School Level","Metro RESA","761","Atlanta Public Schools","0214","KIPP Vision Primary","All Students","All Students","03","92","92",38,"41.3043",24,"26.087",30,"32.6087",25,"27.1739",13,"14.1304"
3,2019,"School Level","Metro RESA","761","Atlanta Public Schools","1064","Kimberly Elementary School","All Students","All Students","03","83","83",14,"16.8675",44,"53.012",25,"30.1205",9,"10.8434",5,"6.0241"
3,2019,"School Level","Metro RESA","761","Atlanta Public Schools","0201","Charles R. Drew Charter School","All Students","All Students","03","145","145",103,"71.0345",10,"6.8966",32,"22.069",37,"25.5172",66,"45.5172"
3,2019,"School Level","Metro RESA","761","Atlanta Public Schools","4056","Cleveland Elementary School","All Students","All Students","03","53","53",14,"26.4151",28,"52.8302",11,"20.7547",13,"24.5283",1,"1.8868"
3,2019,"School Level","Metro RESA","761","Atlanta Public Schools","3051","Beecher Hills Elementary School","All Students","All Students","03","42","42",20,"47.619",16,"38.0952",6,"14.2857",14,"33.3333",6,"14.2857"
3,2019,"School Level","Metro RESA","761","Atlanta Public Schools","5051","Benteen Elementary School","All Students","All Students","03","37","37",10,"27.027",14,"37.8378",13,"35.1351",3,"8.1081",7,"18.9189"
3,2019,"School Level","Metro RESA","761","Atlanta Public Schools","0303","Bolton Academy","All Students","All Students","03","107","107",50,"46.729",32,"29.9065",25,"23.3645",26,"24.2991",24,"22.4299"
3,2019,"School Level","Metro RESA","761","Atlanta Public Schools","0199","Centennial Academy","All Students","All Students","03","105","105",53,"50.4762",25,"23.8095",27,"25.7143",31,"29.5238",22,"20.9524"
3,2019,"School Level","Metro RESA","761","Atlanta Public Schools","1053","Boyd Elementary School","All Students","All Students","03","71","71",12,"16.9014",45,"63.3803",14,"19.7183",10,"14.0845",2,"2.8169"
3,2019,"School Level","Metro RESA","761","Atlanta Public Schools","2053","Brandon Elementary School","All Students","All Students","03","164","164",129,"78.6585",8,"4.878",27,"16.4634",43,"26.2195",86,"52.439"
3,2019,"School Level","Metro RESA","761","Atlanta Public Schools","0305","Burgess-Peterson Elementary School","All Students","All Students","03","69","69",40,"57.971",13,"18.8406",16,"23.1884",19,"27.5362",21,"30.4348"
3,2019,"School Level","Metro RESA","761","Atlanta Public Schools","0196","Cascade Elementary School","All Students","All Students","03","73","73",11,"15.0685",45,"61.6438",17,"23.2877",9,"12.3288",2,"2.7397"
3,2019,"School Level","First District RESA","601","Appling County","5050","Fourth District Elementary School","All Students","All Students","03","33","33",18,"54.5455",5,"15.1515",10,"30.303",5,"15.1515",13,"39.3939"
3,2019,"School Level","Okefenokee RESA","602","Atkinson County","0190","Pearson Elementary School","All Students","All Students","03","99","99",55,"55.5556",18,"18.1818",26,"26.2626",28,"28.2828",27,"27.2727"
3,2019,"School Level","Okefenokee RESA","602","Atkinson County","0187","Willacoochee Elementary School","All Students","All Students","03","22","22",12,"54.5455",2,"9.0909",8,"36.3636",4,"18.1818",8,"36.3636"
3,2019,"School Level","Metro RESA","761","Atlanta Public Schools","0415","Atlanta Classical Academy","All Students","All Students","03","54","54",41,"75.9259",8,"14.8148",5,"9.2593",23,"42.5926",18,"33.3333"
3,2019,"School Level","Metro RESA","761","Atlanta Public Schools","0505","Atlanta Neighborhood Charter - Elementary","All Students","All Students","03","66","66",50,"75.7576",7,"10.6061",9,"13.6364",23,"34.8485",27,"40.9091"
3,2019,"School Level","Metro RESA","761","Atlanta Public Schools","5066","Barack and Michelle Obama Academy","All Students","All Students","03","32","32",6,"18.75",17,"53.125",9,"28.125",2,"6.25",4,"12.5"
3,2019,"School Level","Metro RESA","761","Atlanta Public Schools","0604","Bazoline E. Usher/Collier Heights Elmentary School","All Students","All Students","03","53","53",12,"22.6415",19,"35.8491",22,"41.5094",9,"16.9811",3,"5.6604"
3,2019,"School Level","Metro RESA","631","Clayton County","0305","Kemp Elem School","All Students","All Students","03","222","222",77,"34.6847",85,"38.2883",60,"27.027",45,"20.2703",32,"14.4144"
3,2019,"School Level","Metro RESA","633","Cobb County","3556","Compton Elementary School","All Students","All Students","03","70","70",23,"32.8571",23,"32.8571",24,"34.2857",16,"22.8571",7,"10"
3,2019,"School Level","Metro RESA","633","Cobb County","5067","Sedalia Park Elementary School","All Students","All Students","03","123","123",56,"45.5285",36,"29.2683",31,"25.2033",31,"25.2033",25,"20.3252"
3,2019,"School Level","Metro RESA","633","Cobb County","0291","Shallowford Falls Elementary School","All Students","All Students","03","107","107",85,"79.4393",6,"5.6075",16,"14.9533",38,"35.514",47,"43.9252"
3,2019,"School Level","Central Savannah River RESA","636","Columbia County","0192","Stevens Creek Elementary School","All Students","All Students","03","144","144",111,"77.0833",10,"6.9444",23,"15.9722",50,"34.7222",61,"42.3611"
3,2019,"School Level","Central Savannah River RESA","636","Columbia County","0173","Westmont Elementary School","All Students","All Students","03","96","96",62,"64.5833",16,"16.6667",18,"18.75",32,"33.3333",30,"31.25"
3,2019,"School Level","Metro RESA","633","Cobb County","0378","Rocky Mount Elementary School","All Students","All Students","03","97","97",70,"72.1649",6,"6.1856",21,"21.6495",30,"30.9278",40,"41.2371"
3,2019,"School Level","Metro RESA","633","Cobb County","3067","Russell Elementary School","All Students","All Students","03","101","101",36,"35.6436",20,"19.802",45,"44.5545",17,"16.8317",19,"18.8119"
3,2019,"School Level","Metro RESA","633","Cobb County","0398","Sanders Elementary School","All Students","All Students","03","92","92",33,"35.8696",23,"25",36,"39.1304",29,"31.5217",4,"4.3478"
3,2019,"School Level","Central Savannah River RESA","636","Columbia County","0106","River Ridge Elementary","All Students","All Students","03","117","117",93,"79.4872",10,"8.547",14,"11.9658",35,"29.9145",58,"49.5726"
3,2019,"School Level","Central Savannah River RESA","636","Columbia County","0194","Riverside Elementary School","All Students","All Students","03","112","112",82,"73.2143",12,"10.7143",18,"16.0714",39,"34.8214",43,"38.3929"
3,2019,"School Level","Central Savannah River RESA","636","Columbia County","5052","South Columbia Elementary School","All Students","All Students","03","73","73",42,"57.5342",12,"16.4384",19,"26.0274",28,"38.3562",14,"19.1781"
3,2019,"School Level","Metro RESA","631","Clayton County","0380","Kay R Pace Elementary School of the Arts","All Students","All Students","03","73","73",43,"58.9041",6,"8.2192",24,"32.8767",24,"32.8767",19,"26.0274"
3,2019,"School Level","Metro RESA","633","Cobb County","0102","Riverside Intermediate School","All Students","All Students","03","273","273",70,"25.641",114,"41.7582",89,"32.6007",46,"16.8498",24,"8.7912"
3,2019,"School Level","Central Savannah River RESA","636","Columbia County","3052","North Columbia Elementary School","All Students","All Students","03","63","63",45,"71.4286",8,"12.6984",10,"15.873",19,"30.1587",26,"41.2698"
3,2019,"School Level","Central Savannah River RESA","636","Columbia County","4052","North Harlem Elementary School","All Students","All Students","03","106","106",59,"55.6604",27,"25.4717",20,"18.8679",37,"34.9057",22,"20.7547"
3,2019,"School Level","Central Savannah River RESA","636","Columbia County","0398","Parkway Elementary School","All Students","All Students","03","98","98",74,"75.5102",7,"7.1429",17,"17.3469",36,"36.7347",38,"38.7755"
3,2019,"School Level","Metro RESA","631","Clayton County","0199","Hawthorne Elementary School","All Students","All Students","03","126","126",52,"41.2698",34,"26.9841",40,"31.746",26,"20.6349",26,"20.6349"
3,2019,"School Level","Metro RESA","631","Clayton County","3054","Haynie Elementary School","All Students","All Students","03","161","161",45,"27.9503",70,"43.4783",46,"28.5714",24,"14.9068",21,"13.0435"
3,2019,"School Level","Metro RESA","631","Clayton County","5054","Huie Elementary School","All Students","All Students","03","160","160",35,"21.875",92,"57.5",33,"20.625",26,"16.25",9,"5.625"
3,2019,"School Level","Metro RESA","631","Clayton County","0304","James Jackson Elementary School","All Students","All Students","03","93","93",31,"33.3333",32,"34.4086",30,"32.2581",22,"23.6559",9,"9.6774"
3,2019,"School Level","Metro RESA","633","Cobb County","0298","Cheatham Hill Elementary School","All Students","All Students","03","186","186",112,"60.2151",23,"12.3656",51,"27.4194",64,"34.4086",48,"25.8065"
3,2019,"School Level","Metro RESA","633","Cobb County","0117","Clarkdale Elementary School","All Students","All Students","03","113","113",43,"38.0531",26,"23.0088",44,"38.9381",27,"23.8938",16,"14.1593"
3,2019,"School Level","Metro RESA","633","Cobb County","3054","Clay Elementary School","All Students","All Students","03","58","58",22,"37.931",18,"31.0345",18,"31.0345",15,"25.8621",7,"12.069"
3,2019,"School Level","Central Savannah River RESA","636","Columbia County","2052","Martinez Elementary School","All Students","All Students","03","130","130",77,"59.2308",22,"16.9231",31,"23.8462",36,"27.6923",41,"31.5385"
3,2019,"School Level","Metro RESA","631","Clayton County","2554","Fountain Elementary School","All Students","All Students","03","90","90",19,"21.1111",46,"51.1111",25,"27.7778",16,"17.7778",3,"3.3333"
3,2019,"School Level","Metro RESA","631","Clayton County","0203","Harper Elementary School","All Students","All Students","03","142","142",33,"23.2394",65,"45.7746",44,"30.9859",23,"16.1972",10,"7.0423"
3,2019,"School Level","Metro RESA","633","Cobb County","0104","Bullard Elementary School","All Students","All Students","03","132","132",78,"59.0909",11,"8.3333",43,"32.5758",35,"26.5152",43,"32.5758"
3,2019,"School Level","Metro RESA","633","Cobb County","0198","Chalker Elementary School","All Students","All Students","03","95","95",61,"64.2105",9,"9.4737",25,"26.3158",29,"30.5263",32,"33.6842"
3,2019,"School Level","Metro RESA","633","Cobb County","0489","Powder Springs Elementary School","All Students","All Students","03","113","113",43,"38.0531",24,"21.2389",46,"40.708",32,"28.3186",11,"9.7345"
3,2019,"School Level","Metro RESA","633","Cobb County","1067","Powers Ferry Elementary School","All Students","All Students","03","85","85",32,"37.6471",28,"32.9412",25,"29.4118",23,"27.0588",9,"10.5882"
3,2019,"School Level","Metro RESA","631","Clayton County","0379","Eddie White Elementary School","All Students","All Students","03","125","125",34,"27.2",60,"48",31,"24.8",21,"16.8",13,"10.4"
3,2019,"School Level","Metro RESA","631","Clayton County","5052","Edmonds Elementary School","All Students","All Students","03","84","84",21,"25",43,"51.1905",20,"23.8095",15,"17.8571",6,"7.1429"
3,2019,"School Level","Metro RESA","633","Cobb County","0399","Blackwell Elementary School","All Students","All Students","03","89","89",44,"49.4382",9,"10.1124",36,"40.4494",29,"32.5843",15,"16.8539"
3,2019,"School Level","Metro RESA","633","Cobb County","5052","Brumby Elementary School","All Students","All Students","03","142","142",60,"42.2535",37,"26.0563",45,"31.6901",43,"30.2817",17,"11.9718"
3,2019,"School Level","Metro RESA","633","Cobb County","0592","Bryant Elementary School","All Students","All Students","03","160","160",58,"36.25",45,"28.125",57,"35.625",42,"26.25",16,"10"
3,2019,"School Level","Metro RESA","633","Cobb County","0109","Pickett's Mill Elementary","All Students","All Students","03","124","124",76,"61.2903",16,"12.9032",32,"25.8065",38,"30.6452",38,"30.6452"
3,2019,"School Level","Metro RESA","633","Cobb County","0204","Pitner Elementary School","All Students","All Students","03","119","119",79,"66.3866",15,"12.605",25,"21.0084",40,"33.6134",39,"32.7731"
3,2019,"School Level","Central Savannah River RESA","636","Columbia County","0102","Lewiston Elementary School","All Students","All Students","03","132","132",101,"76.5152",14,"10.6061",17,"12.8788",44,"33.3333",57,"43.1818"
3,2019,"School Level","Metro RESA","633","Cobb County","0173","Birney Elementary School","All Students","All Students","03","133","133",42,"31.5789",47,"35.3383",44,"33.0827",23,"17.2932",19,"14.2857"
3,2019,"School Level","Metro RESA","633","Cobb County","0375","Murdock Elementary School","All Students","All Students","03","164","164",133,"81.0976",4,"2.439",27,"16.4634",50,"30.4878",83,"50.6098"
3,2019,"School Level","Metro RESA","633","Cobb County","0391","Nicholson Elementary School","All Students","All Students","03","96","96",54,"56.25",12,"12.5",30,"31.25",26,"27.0833",28,"29.1667"
3,2019,"School Level","Metro RESA","633","Cobb County","0199","Nickajack Elementary School","All Students","All Students","03","159","159",94,"59.1195",16,"10.0629",49,"30.8176",52,"32.7044",42,"26.4151"
3,2019,"School Level","Metro RESA","633","Cobb County","1066","Norton Park Elementary School","All Students","All Students","03","140","140",44,"31.4286",40,"28.5714",56,"40",27,"19.2857",17,"12.1429"
3,2019,"School Level","Central Savannah River RESA","636","Columbia County","0297","Greenbrier Elementary School","All Students","All Students","03","118","118",92,"77.9661",5,"4.2373",21,"17.7966",32,"27.1186",60,"50.8475"
3,2019,"School Level","Central Savannah River RESA","636","Columbia County","5050","Grovetown Elementary School","All Students","All Students","03","133","133",68,"51.1278",29,"21.8045",36,"27.0677",39,"29.3233",29,"21.8045"
3,2019,"School Level","Metro RESA","631","Clayton County","4050","Church Street Elementary School","All Students","All Students","03","146","146",48,"32.8767",53,"36.3014",45,"30.8219",33,"22.6027",15,"10.274"
3,2019,"School Level","Metro RESA","631","Clayton County","1052","East Clayton Elementary School","All Students","All Students","03","98","98",28,"28.5714",41,"41.8367",29,"29.5918",17,"17.3469",11,"11.2245"
3,2019,"School Level","Central Savannah River RESA","636","Columbia County","0397","Euchee Creek Elementary School","All Students","All Students","03","101","101",49,"48.5149",25,"24.7525",27,"26.7327",27,"26.7327",22,"21.7822"
3,2019,"School Level","Central Savannah River RESA","636","Columbia County","0186","Evans Elementary School","All Students","All Students","03","110","110",79,"71.8182",11,"10",20,"18.1818",35,"31.8182",44,"40"
3,2019,"School Level","Metro RESA","631","Clayton County","0175","Brown Elementary School","All Students","All Students","03","138","138",54,"39.1304",46,"33.3333",38,"27.5362",43,"31.1594",11,"7.971"
3,2019,"School Level","Metro RESA","631","Clayton County","0103","Callaway Elementary School","All Students","All Students","03","128","128",48,"37.5",44,"34.375",36,"28.125",26,"20.3125",22,"17.1875"
3,2019,"School Level","Metro RESA","633","Cobb County","1052","Belmont Hills Elementary School","All Students","All Students","03","56","56",16,"28.5714",16,"28.5714",24,"42.8571",10,"17.8571",6,"10.7143"
3,2019,"School Level","Metro RESA","633","Cobb County","0504","Big Shanty Elementary School","All Students","All Students","03","170","170",91,"53.5294",36,"21.1765",43,"25.2941",43,"25.2941",48,"28.2353"
3,2019,"School Level","Central Savannah River RESA","636","Columbia County","0208","Cedar Ridge Elementary School","All Students","All Students","03","187","187",103,"55.0802",45,"24.0642",39,"20.8556",61,"32.6203",42,"22.4599"
3,2019,"School Level","Metro RESA","631","Clayton County","1050","Anderson Elementary School","All Students","All Students","03","94","94",27,"28.7234",48,"51.0638",19,"20.2128",13,"13.8298",14,"14.8936"
3,2019,"School Level","Metro RESA","631","Clayton County","1550","Arnold Elementary School","All Students","All Students","03","93","93",43,"46.2366",26,"27.957",24,"25.8065",30,"32.2581",13,"13.9785"
3,2019,"School Level","Metro RESA","633","Cobb County","0207","Austell Elementary School","All Students","All Students","03","73","73",24,"32.8767",18,"24.6575",31,"42.4658",11,"15.0685",13,"17.8082"
3,2019,"School Level","Metro RESA","633","Cobb County","0189","Baker Elementary School","All Students","All Students","03","146","146",81,"55.4795",20,"13.6986",45,"30.8219",42,"28.7671",39,"26.7123"
3,2019,"School Level","Metro RESA","633","Cobb County","5050","Bells Ferry Elementary School","All Students","All Students","03","119","119",65,"54.6218",17,"14.2857",37,"31.0924",38,"31.9328",27,"22.6891"
3,2019,"School Level","Metro RESA","633","Cobb County","3064","Milford Elementary School","All Students","All Students","03","54","54",20,"37.037",13,"24.0741",21,"38.8889",11,"20.3704",9,"16.6667"
3,2019,"School Level","Metro RESA","633","Cobb County","0278","Mount Bethel Elementary School","All Students","All Students","03","200","200",158,"79",7,"3.5",35,"17.5",69,"34.5",89,"44.5"
3,2019,"School Level","Metro RESA","633","Cobb County","0288","Mountain View Elementary School","All Students","All Students","03","121","121",96,"79.3388",5,"4.1322",20,"16.5289",40,"33.0579",56,"46.281"
3,2019,"School Level","Metro RESA","761","Atlanta Public Schools","1560","Garden Hills Elementary School","All Students","All Students","03","83","83",45,"54.2169",17,"20.4819",21,"25.3012",24,"28.9157",21,"25.3012"
3,2019,"School Level","Metro RESA","633","Cobb County","4560","Hollydale Elementary School","All Students","All Students","03","88","88",26,"29.5455",27,"30.6818",35,"39.7727",18,"20.4545",8,"9.0909"
3,2019,"School Level","Metro RESA","633","Cobb County","0187","Keheley Elementary School","All Students","All Students","03","78","78",51,"65.3846",3,"3.8462",24,"30.7692",23,"29.4872",28,"35.8974"
3,2019,"School Level","Okefenokee RESA","634","Coffee County","5050","Westside Elementary School","All Students","All Students","03","94","94",43,"45.7447",22,"23.4043",29,"30.8511",27,"28.7234",16,"17.0213"
3,2019,"School Level","Coastal Plains RESA","635","Colquitt County","4050","Cox Elementary School","All Students","All Students","03","89","89",28,"31.4607",29,"32.5843",32,"35.9551",21,"23.5955",7,"7.8652"
3,2019,"School Level","Coastal Plains RESA","635","Colquitt County","0178","Doerun Elementary School","All Students","All Students","03","58","58",11,"18.9655",29,"50",18,"31.0345",8,"13.7931",3,"5.1724"
3,2019,"School Level","Northeast Georgia RESA","629","Clarke County","0191","Cleveland Road Elementary School","All Students","All Students","03","44","44",16,"36.3636",16,"36.3636",12,"27.2727",8,"18.1818",8,"18.1818"
3,2019,"School Level","Northeast Georgia RESA","629","Clarke County","3058","Fowler Drive Elementary School","All Students","All Students","03","63","63",19,"30.1587",29,"46.0317",15,"23.8095",14,"22.2222",5,"7.9365"
3,2019,"School Level","Okefenokee RESA","634","Coffee County","0291","Nicholls Elementary School","All Students","All Students","03","45","45",22,"48.8889",4,"8.8889",19,"42.2222",14,"31.1111",8,"17.7778"
3,2019,"School Level","Okefenokee RESA","634","Coffee County","0182","Satilla Elementary School","All Students","All Students","03","82","82",31,"37.8049",25,"30.4878",26,"31.7073",15,"18.2927",16,"19.5122"
3,2019,"School Level","Okefenokee RESA","634","Coffee County","3052","West Green Elementary School","All Students","All Students","03","50","50",15,"30",9,"18",26,"52",6,"12",9,"18"
3,2019,"School Level","Northeast Georgia RESA","629","Clarke County","2056","Barnett Shoals Elementary School","All Students","All Students","03","80","80",35,"43.75",32,"40",13,"16.25",17,"21.25",18,"22.5"
3,2019,"School Level","Northeast Georgia RESA","629","Clarke County","3056","Barrow Elementary School","All Students","All Students","03","89","89",47,"52.809",23,"25.8427",19,"21.3483",22,"24.7191",25,"28.0899"
3,2019,"School Level","Northeast Georgia RESA","629","Clarke County","5056","Chase Street Elementary School","All Students","All Students","03","73","73",42,"57.5342",22,"30.137",9,"12.3288",18,"24.6575",24,"32.8767"
