"YEAR","Level","SYS_SCH","RESA_NAME","SYSTEMID","SYSTEMNAME","SCHOOLNAME","SCHOOLID","PCT_ASIAN","PCT_NATIVE","PCT_BLACK","PCT_HISPANIC","PCT_MULTI","PCT_WHITE","PCT_ED","PCT_SWD","PCT_LEP"
"2022","SCHOOL","6440214","Metro RESA","644","DeKalb County","Dunwoody Elementary School","0214","34",".7","20.7","9","5.2","30.5",7.9,8.9,14.6
"2023","SCHOOL","6440214","Metro RESA","644","DeKalb County","Dunwoody Elementary School","0214","30.3",".5","23.7","9.7","5.7","30.1",11.3,8.6,16.5
"2024","SCHOOL","6440214","Metro RESA","644","DeKalb County","Dunwoody Elementary School","0214","30.6",".5","21.7","11.2","6.2","29.8",17.5,8.9,15.9
"2025","SCHOOL","6440214","Metro RESA","644","DeKalb County","Dunwoody Elementary School","0214","27","1","25.5","11.4","4.9","30.3",17.9,10.2,14.6
"2018","SCHOOL","6440215","Metro RESA","644","DeKalb County","Museum School of Avondale Estates","0215","2","0","27","7","6","58",10.6,9,2
"2019","SCHOOL","6440215","Metro RESA","644","DeKalb County","Museum School of Avondale Estates","0215","2","0","29","6","5","57",10.9,10,2
"2020","SCHOOL","6440215","Metro RESA","644","DeKalb County","Museum School Avondale Estates","0215","3","0","29","7","5","56",10.5,9.6,3
"2021","SCHOOL","6440215","Metro RESA","644","DeKalb County","Museum School Avondale Estates","0215","3","0","32","7","5","52",15.6,9.3,3
"2022","SCHOOL","6440215","Metro RESA","644","DeKalb County","Museum School Avondale Estates","0215","3.3","0","31","6.8","5.2","53.7",14,13.5,2.8
"2023","SCHOOL","6440215","Metro RESA","644","DeKalb County","Museum School Avondale Estates","0215","4.5","0","31.3","7.3","6.7","50.2",14.1,15.3,3.8
"2024","SCHOOL","6440215","Metro RESA","644","DeKalb County","Museum School Avondale Estates","0215","4.2","0","33.2","7.6","6.7","48.3",30.5,15.9,3.2
"2025","SCHOOL","6440215","Metro RESA","644","DeKalb County","Museum School Avondale Estates","0215","3.5","0","33.9","7.2","6.4","49",27.9,15.3,2.7
"2018","SCHOOL","6440272","Metro RESA","644","DeKalb County","Rockbridge Elementary School","0272","7","2","77","8","4","2",52.5,4,16
"2019","SCHOOL","6440272","Metro RESA","644","DeKalb County","Rockbridge Elementary School","0272","4","1","82","8","4","1",61.3,9,14
"2020","SCHOOL","6440272","Metro RESA","644","DeKalb County","Rockbridge Elementary School","0272","5","1","82","7","4","1",63,9.8,13
"2021","SCHOOL","6440272","Metro RESA","644","DeKalb County","Rockbridge Elementary School","0272","6","1","81","8","3","1",65.8,9.3,13
"2022","SCHOOL","6440272","Metro RESA","644","DeKalb County","Rockbridge Elementary School","0272","7.2",".5","78.2","8","2.9","3.1",49.8,10.5,16.5
"2023","SCHOOL","6440272","Metro RESA","644","DeKalb County","Rockbridge Elementary School","0272","9.7",".6","73.1","10.9","3.2","2.5",55.6,11,20.2
"2024","SCHOOL","6440272","Metro RESA","644","DeKalb County","Rockbridge Elementary School","0272","9.6",".4","74.9","10.2","3","1.9",81.1,11,19.1
"2025","SCHOOL","6440272","Metro RESA","644","DeKalb County","Rockbridge Elementary School","0272","9.3",".6","68.7","16.7","2.6","2.2",67.5,12.6,26.9
"2018","SCHOOL","6440275","Metro RESA","644","DeKalb County","Cedar Grove Elementary School","0275","0","0","92","5","3","0",55.6,13,2
"2019","SCHOOL","6440275","Metro RESA","644","DeKalb County","Cedar Grove Elementary School","0275","0","0","91","6","3","0",52.7,13,3
"2020","SCHOOL","6440275","Metro RESA","644","DeKalb County","Cedar Grove Elementary School","0275","0","0","92","5","2","1",53.5,13.2,4
"2021","SCHOOL","6440275","Metro RESA","644","DeKalb County","Cedar Grove Elementary School","0275","0","0","92","5","2","0",64.5,13.9,4
"2022","SCHOOL","6440275","Metro RESA","644","DeKalb County","Cedar Grove Elementary School","0275",".2",".7","88","8.6","1.9",".7",51.3,15.1,6.1
"2023","SCHOOL","6440275","Metro RESA","644","DeKalb County","Cedar Grove Elementary School","0275",".3",".3","86.2","8.9","3","1.2",53.3,15.9,5.1
"2024","SCHOOL","6440275","Metro RESA","644","DeKalb County","Cedar Grove Elementary School","0275",".2",".2","87.4","8.1","3.2","1",78.5,18.8,3.8
"2025","SCHOOL","6440275","Metro RESA","644","DeKalb County","Cedar Grove Elementary School","0275",".3",".2","87.4","6.8","3.8","1.4",72.6,18,4.4
"2018","SCHOOL","6440276","Metro RESA","644","DeKalb County","Stone Mountain High School","0276","9","0","79","9","1","2",45.6,12,20
"2019","SCHOOL","6440276","Metro RESA","644","DeKalb County","Stone Mountain High School","0276","9","0","78","8","1","3",41.9,11,20
"2020","SCHOOL","6440276","Metro RESA","644","DeKalb County","Stone Mountain High School","0276","10","0","77","9","1","2",41.2,12.2,20
"2021","SCHOOL","6440276","Metro RESA","644","DeKalb County","Stone Mountain High School","0276","10","0","79","8","1","2",50.8,14.2,16
"2022","SCHOOL","6440276","Metro RESA","644","DeKalb County","Stone Mountain High School","0276","9.7",".2","75.8","10.4","2.2","1.7",40.2,13.3,16.9
"2023","SCHOOL","6440276","Metro RESA","644","DeKalb County","Stone Mountain High School","0276","9.4",".1","73.8","12.6","2","2",44.5,14.3,18
"2024","SCHOOL","6440276","Metro RESA","644","DeKalb County","Stone Mountain High School","0276","9.8",".1","70.5","15.7","2.1","1.7",68.3,14,21.6
"2025","SCHOOL","6440276","Metro RESA","644","DeKalb County","Stone Mountain High School","0276","9.2",".3","69.5","15.9","2.5","2.5",61.1,13.6,26.2
"2018","SCHOOL","6440288","Metro RESA","644","DeKalb County","Kittredge Magnet School","0288","16","0","11","6","6","61",2.5,2,1
"2019","SCHOOL","6440288","Metro RESA","644","DeKalb County","Kittredge Magnet School","0288","15","0","10","6","7","61",2.5,2,2
"2020","SCHOOL","6440288","Metro RESA","644","DeKalb County","Kittredge Magnet School","0288","16","0","14","5","9","57",4.2,2.5,4
"2021","SCHOOL","6440288","Metro RESA","644","DeKalb County","Kittredge Magnet School","0288","18","0","12","5","9","56",3.1,2.3,4
"2022","SCHOOL","6440288","Metro RESA","644","DeKalb County","Kittredge Magnet School","0288","23.4","0","11.4","5","8.5","51.7",3.5,2.9,5.4
"2023","SCHOOL","6440288","Metro RESA","644","DeKalb County","Kittredge Magnet School","0288","25.3",".4","11.3","5.3","7.3","50.3",3,3.6,3.2
"2024","SCHOOL","6440288","Metro RESA","644","DeKalb County","Kittredge Magnet School","0288","25.2",".5","10.5","5.1","6","52.7",6.4,4.2,3.3
"2025","SCHOOL","6440288","Metro RESA","644","DeKalb County","Kittredge Magnet School","0288","24.2",".5","8.1","5.4","8.3","53.3",2.5,3.4,2.7
"2018","SCHOOL","6440290","Metro RESA","644","DeKalb County","Sequoyah Middle School","0290","5","0","3","90","0","1",38.3,10,77
"2019","SCHOOL","6440290","Metro RESA","644","DeKalb County","Sequoyah Middle School","0290","4","0","3","91","0","1",38.2,9,78
"2020","SCHOOL","6440290","Metro RESA","644","DeKalb County","Sequoyah Middle School","0290","3","0","3","92","0","1",32.5,10.7,81
"2021","SCHOOL","6440290","Metro RESA","644","DeKalb County","Sequoyah Middle School","0290","4","1","3","93","0","0",40.7,10.5,78
"2022","SCHOOL","6440290","Metro RESA","644","DeKalb County","Sequoyah Middle School","0290","3.1",".5","3.1","92.2",".4",".6",28,10.3,83.2
"2023","SCHOOL","6440290","Metro RESA","644","DeKalb County","Sequoyah Middle School","0290","2.9",".9","3.3","92.2",".3",".3",32.3,10.3,87.6
"2024","SCHOOL","6440290","Metro RESA","644","DeKalb County","Sequoyah Middle School","0290","2.6","1.1","2.9","92.8",".3",".5",50.1,8.7,89.1
"2025","SCHOOL","6440290","Metro RESA","644","DeKalb County","Sequoyah Middle School","0290","2.2","1.1","4","91.7",".3",".7",40.9,10.4,87.5
"2018","SCHOOL","6440291","Metro RESA","644","DeKalb County","Salem Middle School","0291","0","0","94","3","1","1",51.2,14,1
"2019","SCHOOL","6440291","Metro RESA","644","DeKalb County","Salem Middle School","0291","0","0","95","3","1","1",51.5,14,1
"2020","SCHOOL","6440291","Metro RESA","644","DeKalb County","Salem Middle School","0291","0","0","94","3","2","1",48.5,14.4,2
"2021","SCHOOL","6440291","Metro RESA","644","DeKalb County","Salem Middle School","0291","0","0","94","4","2","0",59.8,13.3,2
"2022","SCHOOL","6440291","Metro RESA","644","DeKalb County","Salem Middle School","0291",".2",".3","92.6","5","1.6",".3",46.7,14.1,2.6
"2023","SCHOOL","6440291","Metro RESA","644","DeKalb County","Salem Middle School","0291",".3",".3","92.2","5.3","1.6",".3",52,15.9,1.8
"2024","SCHOOL","6440291","Metro RESA","644","DeKalb County","Salem Middle School","0291",".5",".3","91.3","5.5","2",".5",76.7,17.2,2.1
"2025","SCHOOL","6440291","Metro RESA","644","DeKalb County","Salem Middle School","0291","1.3",".3","90.3","5.7","1.6",".8",68.8,15.2,3.9
"2018","SCHOOL","6440293","Metro RESA","644","DeKalb County","Shadow Rock Elementary School","0293","1","0","92","5","1","1",60.2,10,2
"2019","SCHOOL","6440293","Metro RESA","644","DeKalb County","Shadow Rock Elementary School","0293","1","0","92","4","2","1",57.3,10,4
"2020","SCHOOL","6440293","Metro RESA","644","DeKalb County","Shadow Rock Elementary School","0293","2","0","88","7","1","1",58.1,9.2,5
"2021","SCHOOL","6440293","Metro RESA","644","DeKalb County","Shadow Rock Elementary School","0293","2","0","86","8","2","2",67.1,7.8,6
"2022","SCHOOL","6440293","Metro RESA","644","DeKalb County","Shadow Rock Elementary School","0293","1.9",".6","83.8","7.9","4.7","1.1",51.1,8.6,5.5
"2023","SCHOOL","6440293","Metro RESA","644","DeKalb County","Shadow Rock Elementary School","0293","2.3",".7","84.8","9.1","2.3",".7",55.8,8.6,4.8
"2024","SCHOOL","6440293","Metro RESA","644","DeKalb County","Shadow Rock Elementary School","0293","1.4","1","84.1","10.1","2.9",".5",84.8,11.6,5.3
"2025","SCHOOL","6440293","Metro RESA","644","DeKalb County","Shadow Rock Elementary School","0293","2.6","1.1","76.4","15.3","3.9",".7",75.7,11.6,7.6
"2018","SCHOOL","6440297","Metro RESA","644","DeKalb County","Edward L. Bouie, Sr. Traditional Theme School","0297","0","0","96","2","2","0",35.5,4,1
"2019","SCHOOL","6440297","Metro RESA","644","DeKalb County","Edward L. Bouie, Sr. Elementary School","0297","1","0","95","2","2","0",31.2,5,1
"2020","SCHOOL","6440297","Metro RESA","644","DeKalb County","Edward L. Bouie, Sr. Elementary School","0297","0","0","96","2","2","0",28.2,4.3,1
"2021","SCHOOL","6440297","Metro RESA","644","DeKalb County","Edward L. Bouie, Sr. Elementary School","0297","0","0","95","3","2","0",39.7,4.8,1
"2022","SCHOOL","6440297","Metro RESA","644","DeKalb County","Edward L. Bouie, Sr. Elementary School","0297",".2","0","94.2","3.4","2.3","0",28.4,5.8,1.1
"2023","SCHOOL","6440297","Metro RESA","644","DeKalb County","Edward L. Bouie, Sr. Elementary School","0297","0",".5","94.8","2.5","2.1","0",32,5.9,0.5
"2024","SCHOOL","6440297","Metro RESA","644","DeKalb County","Edward L. Bouie, Sr. Elementary School","0297","0",".4","94.8","2.8","2","0",57.5,7.4,0.4
"2025","SCHOOL","6440297","Metro RESA","644","DeKalb County","Edward L. Bouie, Sr. Elementary School","0297",".2",".4","92.3","4.9","2.2","0",50.6,8.2,1.5
"2018","SCHOOL","6440301","Metro RESA","644","DeKalb County","Columbia Middle School","0301","1","0","95","3","1","0",65.1,14,2
"2019","SCHOOL","6440301","Metro RESA","644","DeKalb County","Columbia Middle School","0301","1","0","95","2","1","1",65.8,14,2
"2020","SCHOOL","6440301","Metro RESA","644","DeKalb County","Columbia Middle School","0301","0","0","96","2","1","0",64,15.4,1
"2021","SCHOOL","6440301","Metro RESA","644","DeKalb County","Columbia Middle School","0301","0","0","96","2","1","1",67.1,14.1,2
"2022","SCHOOL","6440301","Metro RESA","644","DeKalb County","Columbia Middle School","0301",".4",".5","94","3.3","1.4",".5",56.7,13.9,2.2
"2023","SCHOOL","6440301","Metro RESA","644","DeKalb County","Columbia Middle School","0301",".3",".4","91.5","4.7","2.5",".7",62.6,16.1,2.6
"2024","SCHOOL","6440301","Metro RESA","644","DeKalb County","Columbia Middle School","0301",".4",".4","89.8","6.1","2.7",".6",81.6,15.4,2.8
"2025","SCHOOL","6440301","Metro RESA","644","DeKalb County","Columbia Middle School","0301","1.3",".4","89.3","5.1","2.8","1",77.6,16.2,3.3
"2018","SCHOOL","6440305","Metro RESA","644","DeKalb County","Oakview Elementary School","0305","0","0","94","4","2","1",65.1,10,2
"2019","SCHOOL","6440305","Metro RESA","644","DeKalb County","Oak View Elementary School","0305","0","1","93","4","2","1",61.5,10,1
"2020","SCHOOL","6440305","Metro RESA","644","DeKalb County","Oakview Elementary","0305","1","1","94","3","1","0",63.8,11.3,2
"2021","SCHOOL","6440305","Metro RESA","644","DeKalb County","Oakview Elementary","0305","0","0","94","4","1","0",72,11.8,2
"2022","SCHOOL","6440305","Metro RESA","644","DeKalb County","Oakview Elementary","0305",".6",".5","91.3","5.5","1.5",".6",61.9,11.6,1.7
"2023","SCHOOL","6440305","Metro RESA","644","DeKalb County","Oak View Elementary","0305",".4",".6","90.2","5.4","2.5",".9",64,11.5,1.7
"2024","SCHOOL","6440305","Metro RESA","644","DeKalb County","Oak View Elementary","0305","0",".7","86.8","7","4.2","1.2",87.3,15.6,2.1
"2025","SCHOOL","6440305","Metro RESA","644","DeKalb County","Oak View Elementary","0305",".3",".5","87.2","5.5","5.3","1.3",76.9,15.6,1.3
"2018","SCHOOL","6440309","Metro RESA","644","DeKalb County","Wadsworth Magnet School","0309","5","0","93","1","1","1",25.9,1,3
"2019","SCHOOL","6440309","Metro RESA","644","DeKalb County","Wadsworth Magnet School for High Achievers","0309","4","0","89","2","2","4",23,0,3
"2020","SCHOOL","6440309","Metro RESA","644","DeKalb County","Wadsworth Magnet School for High Achievers","0309","4","0","84","5","2","5",24.7,2.7,8
"2021","SCHOOL","6440309","Metro RESA","644","DeKalb County","Wadsworth Magnet School for High Achievers","0309","6","0","84","4","2","4",29.1,0.9,7
"2022","SCHOOL","6440309","Metro RESA","644","DeKalb County","Wadsworth Magnet School for High Achievers","0309","6.1","0","87.1","3","1.5","2.3",19.4,1.5,3
"2023","SCHOOL","6440309","Metro RESA","644","DeKalb County","Wadsworth Magnet School for High Achievers","0309","6","0","84.5","3.5","2","4",18.4,1.5,4.5
"2024","SCHOOL","6440309","Metro RESA","644","DeKalb County","Wadsworth Magnet School for High Achievers","0309","5.2",".4","80.6","6","1.9","6",41.9,0.4,3
"2025","SCHOOL","6440309","Metro RESA","644","DeKalb County","Wadsworth Magnet School for High Achievers","0309","4.3",".4","81.9","5.8","1.8","5.8",32.2,0.4,4.3
"2018","SCHOOL","6440311","Metro RESA","644","DeKalb County","Leadership Preparatory Academy","0311","0","0","95","3","1","0",29.4,5,0
"2019","SCHOOL","6440311","Metro RESA","644","DeKalb County","Leadership Preparatory Academy","0311","0","0","96","3","0","0",27.5,4,0
"2020","SCHOOL","6440311","Metro RESA","644","DeKalb County","Leadership Preparatory Academy","0311","0","0","96","3","0","0",31.4,4.6,0
"2021","SCHOOL","6440311","Metro RESA","644","DeKalb County","Leadership Preparatory Academy","0311","0","0","96","3","0","0",37.6,4.2,0
"2022","SCHOOL","6440311","Metro RESA","644","DeKalb County","Leadership Preparatory Academy","0311","0",".7","95","3.3","1","0",30.5,5,0
"2023","SCHOOL","6440311","Metro RESA","644","DeKalb County","Leadership Preparatory Academy","0311","0",".4","95.7","3.9","0","0",34.6,7.1,0
"2024","SCHOOL","6440311","Metro RESA","644","DeKalb County","Leadership Preparatory Academy","0311",".3",".3","95.7","3.3",".3","0",69.7,12.1,0
"2025","SCHOOL","6440311","Metro RESA","644","DeKalb County","Leadership Preparatory Academy","0311",".7",".4","95.3","2.5","1.1","0",55.6,10.2,0
"2018","SCHOOL","6440314","Metro RESA","644","DeKalb County","The GLOBE Academy","0314","4","0","28","12","9","48",4.3,9,3
"2019","SCHOOL","6440314","Metro RESA","644","DeKalb County","The GLOBE Academy","0314","4","0","26","13","8","49",5.5,11,3
"2020","SCHOOL","6440314","Metro RESA","644","DeKalb County","GLOBE Academy Charter School I","0314","5","0","27","14","7","46",5.6,9.4,4
"2021","SCHOOL","6440314","Metro RESA","644","DeKalb County","GLOBE Academy Charter School I","0314","6","0","29","15","7","42",9.3,7.3,4
"2022","SCHOOL","6440314","Metro RESA","644","DeKalb County","GLOBE Academy Charter School I","0314","6.7",".5","27.8","16.1","8.5","40.4",7.9,7.1,6.9
"2023","SCHOOL","6440314","Metro RESA","644","DeKalb County","GLOBE Academy Charter School I","0314","6.2",".6","27.1","18.5","9","38.6",9.5,7.8,8.8
"2024","SCHOOL","6440314","Metro RESA","644","DeKalb County","GLOBE Academy Charter School I","0314","5.4",".5","28.7","18.4","9.2","37.9",27.6,7.9,8.3
"2025","SCHOOL","6440314","Metro RESA","644","DeKalb County","GLOBE Academy Charter School I","0314","5.2",".4","31","20.3","9.1","34",24.5,8,9.2
"2018","SCHOOL","6440315","Metro RESA","644","DeKalb County","Tapestry Public Charter School","0315","2","0","35","8","3","52",11.2,56,5
"2019","SCHOOL","6440315","Metro RESA","644","DeKalb County","Tapestry Public Charter School","0315","1","0","35","15","2","48",14.1,50,10
"2020","SCHOOL","6440315","Metro RESA","644","DeKalb County","Tapestry Public Charter School","0315","2","0","39","16","2","42",13.3,47.9,10
"2021","SCHOOL","6440315","Metro RESA","644","DeKalb County","Tapestry Public Charter School","0315","2","0","38","16","2","43",13.4,46.7,10
"2022","SCHOOL","6440315","Metro RESA","644","DeKalb County","Tapestry Public Charter School","0315","2.2","0","35.4","18.7","3.4","40.3",7.5,46.3,11.6
"2023","SCHOOL","6440315","Metro RESA","644","DeKalb County","Tapestry Public Charter School","0315","1.7","0","28.8","22.4","3.3","43.8",9,43.8,10.7
"2024","SCHOOL","6440315","Metro RESA","644","DeKalb County","Tapestry Public Charter School","0315","1.3","0","28.8","20.6","4.6","44.8",37.3,45.4,10.1
"2025","SCHOOL","6440315","Metro RESA","644","DeKalb County","Tapestry Public Charter School","0315","1.3","0","26.5","20.5","4.6","47",28.7,45.4,9.6
"2018","SCHOOL","6440375","Metro RESA","644","DeKalb County","Fairington Elementary School","0375","0","0","96","2","1","0",70.7,7,3
"2019","SCHOOL","6440375","Metro RESA","644","DeKalb County","Fairington Elementary School","0375","1","1","93","2","2","1",67.7,9,3
"2020","SCHOOL","6440375","Metro RESA","644","DeKalb County","Fairington Elementary School","0375","0","1","93","4","2","1",68.3,5.5,2
"2021","SCHOOL","6440375","Metro RESA","644","DeKalb County","Fairington Elementary School","0375","0","0","92","5","2","0",75.7,5.1,2
"2022","SCHOOL","6440375","Metro RESA","644","DeKalb County","Fairington Elementary School","0375",".1",".1","90.3","6.7","2.5",".1",63.5,3.8,2.4
